userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,category,sub_topic,top_emotion,emotion_confidence,risk_score,priority_level
User_5327,,Uber is a great and convenient app ! For me wherever I am I can request and there are always users nearby. But.. Just a small but lol. It's more of a request. Is it possible for the tech team to create a uber pets ? For eg for those who don't drive and would love to take their dogs out for the day like to the park or beach that's would be fantastic and also At a affordable and reasonable price.,5,12,4.555.10003,2024-12-07 10:10:11,,,4.555.10003,Positive,Value for Money,admiration,0.6840686798095703,3.249018037271107,Non-Actionable
User_10797,,It is terrific to not being able to book the vehicle of my choice. The home screen freezes horribly I'm unhappy with the update.,1,0,4.527.10000,2024-11-27 08:34:56,,,4.527.10000,Positive,Value for Money,disappointment,0.623637855052948,3.11818927526474,Non-Actionable
User_9845,,"I use Uber in Melbourne, Sydney, Brisbane and the Gold Coast. The only problem I've ever had is the pick up point at Crown Casino in Melbourne. Two different drivers claimed to have arrived but didn't. I received a $10 fee in my account. Apart from that I find Uber excellent.",4,11,4.554.10001,2024-11-29 02:58:10,,,4.554.10001,Positive,Value for Money,admiration,0.5325499176979065,3.017456567485907,Non-Actionable
User_10068,,Rowan was beyond AWESOME 5 STARS I'm new and missed his review,5,0,4.553.10000,2024-11-28 16:01:47,,,4.553.10000,Positive,Value for Money,disappointment,0.5921934247016907,2.9609671235084534,Non-Actionable
User_1677,,"A1 driving service, food delivery is great, the Wal-Mart delivery service is abysmal though I tried it and only got half the items I requested.",4,0,4.556.10005,2024-12-14 23:59:20,,,4.556.10005,Positive,Driver Professionalism,disappointment,0.5890514850616455,2.9452574253082275,Non-Actionable
User_3067,,I way prefer Uber to taxi. Most wait times in my area are only an average 6 mins from the time you book it. Also so affordable for anyone really. I have enjoyed very much majority of trips.,5,7,4.556.10005,2024-12-12 05:00:52,,,4.556.10005,Positive,Value for Money,joy,0.8468932509422302,2.926334792622066,Non-Actionable
User_4176,,"While I love the app, there is no way to get hold of any customer service. It's ridiculous to believe a company would completely depend on AI and 5 common questions to answer everything. This is why I'm updating my rating because none of my issues can be addressed.",2,0,4.555.10003,2024-12-09 17:41:46,,,4.555.10003,Positive,App UI & Technical Feedback,annoyance,0.4629584848880768,2.7777509093284607,Non-Actionable
User_5360,,"I started using UBER six months ago, and its standard operating procedures are efficient. The drivers arrived early, so I arrived early for my doctor's appointments. The drivers also possess great customer service skills. The PRO is that I no longer rely on public transportation for my medical appointments. The CON is the increased cost to use UBER. At the age of 70 health dilemmas, I had to compromise.",5,10,4.555.10003,2024-12-07 08:04:23,,,4.555.10003,Positive,Value for Money,admiration,0.36883848905563354,2.766733761854004,Non-Actionable
User_3502,,A good app for seeing options and rides nearby. But I'm sick of drivers accepting jobs and then cancelling on the way to pick up - presumably because a better job has come in. And uber has no process for dealing with this (unless you are a customer of course - in which case you get penalised if you do the same thing).,3,9,4.555.10003,2024-12-11 05:36:18,,,4.555.10003,Positive,Value for Money,neutral,0.45630916953086853,2.7588942625249144,Non-Actionable
User_1012,,"For 11.98 kilometers, uber charged ₹460.76",1,5,4.556.10005,2024-12-16 11:28:52,,,4.556.10005,Positive,Billing & Overcharging,neutral,0.9445228576660156,2.7362823268940706,Non-Actionable
User_7491,,"Brilliant service, but the AP is a bit confusing as I didn't realize that there were more screens to complete",4,0,4.554.10001,2024-12-03 04:22:22,,,4.554.10001,Positive,Value for Money,confusion,0.9081063866615295,2.7243191599845886,Non-Actionable
User_7712,,"It worked great TWICE, then, it said that PayPal wasn't an acceptable payment. I tried entering a debit card in the UBER app, directly and it wouldn't take it either. 12-2-24 edit It works great. Out of about 60 rides in the last few months, only 1 driver did a no show, and I did a reverse charge through my bank. But, like today, the driver was very nice and safe. Nirebi is a gem. Thanks.",5,5,4.554.10001,2024-12-02 19:53:43,,,4.554.10001,Positive,Value for Money,admiration,0.7400372624397278,2.5317967316677827,Non-Actionable
User_883,,"Review for eats part of app: Some parts of the app are good. Other parts are not. For example, my order arrived no problem, it was easy to order, could see the driver on GPS, all good. I was given the option to rate my order but I hadn't had a chance to check it yet. I sat down to eat, found problems with my order, went back on the app after I finished and the option to rate was gone. I also couldn't get a receipt. Not good.",3,7,4.556.10005,2024-12-16 17:40:51,,,4.556.10005,Positive,App UI & Technical Feedback,disapproval,0.4292326271533966,2.5086741688332324,Non-Actionable
User_4003,,"Overall it's been fantastic...only complaint is the driver could not find us, and I had to redo...I did, got a new driver that could find us, but I got charged for his lack of knowledge. I gave him the largest land mark in the country. Not happy to pay for his ignorance.",4,0,4.554.10001,2024-12-10 02:56:00,,,4.554.10001,Positive,Billing & Overcharging,disappointment,0.47920215129852295,2.3960107564926147,Non-Actionable
User_9880,,"Overall ok. Just cannot understand why so many times it ""updates"" the price to a higher fare just seconds after you have confirmed the ride. Price should be fixed to the fare shown at booking time. App should not let the driver cancel the ride after he has confirmed the booking. Just makes you lose tim",4,1,4.554.10001,2024-11-29 00:36:24,,,4.554.10001,Positive,Billing & Overcharging,confusion,0.5597975850105286,2.372539935591531,Non-Actionable
User_11476,,"Driver made it up the mountain with 2"" of fresh snow right on schedule. He was pleasant and didn't talk my ear off. He played some very nice ambient music which was very soothing. Unlike many drivers, he wasn't afraid to drive as quickly as the conditions allowed. Previous drivers seemed afraid of the mountain roads and drove at glacial speeds. This gentleman drove very safely but also understood that people have things to do and the Uber ride is just a means to an end.",5,5,4.553.10000,2024-11-25 22:29:19,,,4.553.10000,Positive,Driver Professionalism,admiration,0.5311170816421509,2.322876550870206,Non-Actionable
User_8570,,Affordable price 😉,5,0,4.554.10001,2024-12-01 11:15:58,,,4.554.10001,Positive,Value for Money,disappointment,0.4544597864151001,2.2722989320755005,Non-Actionable
User_531,,payment method too complicated,1,0,4.556.10005,2024-12-17 13:57:03,,,4.556.10005,Positive,Value for Money,confusion,0.7390254139900208,2.2170762419700623,Non-Actionable
User_1299,,"solid app, good user interface, but customer support doesn't exist in the app 💀",4,0,4.556.10005,2024-12-15 19:15:51,,,4.556.10005,Positive,App UI & Technical Feedback,disappointment,0.43846940994262695,2.1923470497131348,Non-Actionable
User_8324,,Everything is best but sometimes no one can react on booking ride.,5,0,4.539.10000,2024-12-01 19:21:27,,,4.539.10000,Positive,Wait Times & Delays,disappointment,0.4080941081047058,2.040470540523529,Non-Actionable
User_2650,,Network nahi rahta hi paise bhi jyada leta hi costumer care number nahi hi + Fair booking time pe kuch baad me uber charge bhi jorta hai,1,2,3.134.8,2024-12-13 02:16:30,,,3.134.8,Positive,Value for Money,neutral,0.907949686050415,2.006561974718525,Non-Actionable
User_3655,,"Reliable, Quick and cost efficient. Nice drivers.",5,2,4.555.10003,2024-12-10 20:27:53,,,4.555.10003,Positive,Value for Money,admiration,0.9053675532341003,2.0039798419022103,Non-Actionable
User_10907,,"Ride Service is good, but when things go wrong, customer service is terrible. One driver was very aggressive and demanded more money, and didn't complete the trip, leaving it running. And Uber refuses to let us review or give refund.",1,1,4.553.10000,2024-11-27 00:17:14,,,4.553.10000,Positive,Billing & Overcharging,disappointment,0.2586304843425751,1.9862996022728208,Non-Actionable
User_7887,,"All okay, Card payment setup not working properly.",3,0,4.554.10001,2024-12-02 13:45:05,,,4.554.10001,Positive,Wait Times & Delays,disappointment,0.3963736593723297,1.9818682968616486,Non-Actionable
User_6371,,"Arranging the ride was super easy, and the driver arrived right on time. The car was clean, the driver professional and courteous, and the trip was absolutely effortless. This was my first time using Uber, and had an excellent experience!",5,2,4.554.10001,2024-12-05 06:30:08,,,4.554.10001,Positive,Driver Professionalism,admiration,0.8340214490890503,1.93263373775716,Non-Actionable
User_4168,,"Uber is awsome, my driver was great this app sucks and it is very confusing and over constructed; keep it simple guys, we just want a ride and not to complex. ( meaning if I wanted to drive myself, I would. )",1,0,4.547.10001,2024-12-09 17:58:18,,,4.547.10001,Positive,Driver Professionalism,confusion,0.631912887096405,1.895738661289215,Non-Actionable
User_6887,,Always accurate ...so far. A great majority of the drivers are very courteous and no problems with their driving. It sure beats the hassle of parking on trips!,5,2,4.554.10001,2024-12-04 07:50:51,,,4.554.10001,Positive,Driver Professionalism,approval,0.7017079591751099,1.8003202478432196,Non-Actionable
User_9567,,"First time using it, and I didn't regret it. Nice",5,0,,2024-11-29 17:03:42,,,,Positive,Value for Money,remorse,0.347201406955719,1.736007034778595,Non-Actionable
User_10406,,"Updated in 2023: Nearly 5 stars, didn't make it. Uber is great except for the fact that it is impossible to text or call the driver after they arrive. Cannot even send a short text. Minus 1 star. Updated 2024! Awesome, nothing to improve at this time.",5,2,4.553.10000,2024-11-27 22:08:36,,,4.553.10000,Positive,Value for Money,admiration,0.6265750527381897,1.7251873414062995,Non-Actionable
User_9454,,"Good prices, most drivers are polite and chatty. Normally is very quick in picking up unless the roads are busy then the app will inform you and 9 times out of 10, the drivers will listen when you direct them the faster route.",5,2,4.554.10001,2024-11-29 20:49:34,,,4.554.10001,Positive,Value for Money,admiration,0.5908464789390564,1.6894587676071662,Non-Actionable
User_359,,worst app ever ola is better,1,0,4.556.10005,2024-12-17 20:47:08,,,4.556.10005,Positive,Value for Money,annoyance,0.28102874755859375,1.6861724853515625,Non-Actionable
User_3766,,Good but not great sometimes the app glitches and doesn't cancel even after cancelling,4,0,,2024-12-10 16:13:47,,,,Positive,App UI & Technical Feedback,disappointment,0.3368142545223236,1.684071272611618,Non-Actionable
User_7321,,On time & smooth riding thank you UBER,5,1,4.554.10001,2024-12-03 12:40:20,,,4.554.10001,Positive,Driver Professionalism,gratitude,0.9861344695091248,1.6792816500690702,Non-Actionable
User_9934,,Avinash .M,5,1,4.552.10000,2024-11-28 22:20:51,,,4.552.10000,Positive,Value for Money,neutral,0.9691933393478394,1.6623405199077848,Non-Actionable
User_3452,,Wrost service,1,1,4.555.10003,2024-12-11 09:23:57,,,4.555.10003,Positive,Driver Professionalism,neutral,0.9688798189163208,1.6620269994762662,Non-Actionable
User_6989,,"so Salvador gave me a ride from Visalia to East Palo Alto.( 173 miles) After another driver bowed out. He is super respectful, hold good conversation and I even learned a few things I didn't know on the drive. I recommend him to anyone that has a longer journey. Or even a short one. I'd give him more than 5 stars if I could. thank you Sal.",5,1,4.554.10001,2024-12-04 01:24:22,,,4.554.10001,Positive,Value for Money,gratitude,0.9688023924827576,1.661949573042703,Non-Actionable
User_7890,,Always on time. Never disappointed : ),5,0,4.554.10001,2024-12-02 13:40:09,,,4.554.10001,Positive,Driver Professionalism,disappointment,0.3279535472393036,1.639767736196518,Non-Actionable
User_10404,,UPI option is not showing as a payment option that can be added. Why?,2,0,4.554.10001,2024-11-27 22:13:15,,,4.554.10001,Positive,Value for Money,confusion,0.54512619972229,1.6353785991668701,Non-Actionable
User_788,,"Great App, very user friendly interface and very easy navigation menus. Also I love the concept of matching rider rating with driver rating which is absent in other Cab hailing Apps. Kudos to the maker of the app for creating such a terrific app. Really love it.",5,1,4.556.10005,2024-12-16 21:43:03,,,4.556.10005,Positive,Value for Money,admiration,0.940306544303894,1.6334537248638394,Non-Actionable
User_4891,,App was easy to download. Installed quickly. App was easy to use (my first time). Driver was on their way to me in three minutes. Driver was friendly and cheerful. Brought me yo my destination in record time. Wonderful experience. Thank you.,5,1,4.555.10003,2024-12-08 07:27:39,,,4.555.10003,Positive,Driver Professionalism,gratitude,0.916057825088501,1.6092050056484464,Non-Actionable
User_6619,,"Professional polite, driver, get on time, his car it is very neat and clean, and excellent driver. I recommend it. Thank you.",5,1,4.554.10001,2024-12-04 19:08:21,,,4.554.10001,Positive,Driver Professionalism,gratitude,0.9141724109649658,1.6073195915249112,Non-Actionable
User_3611,,Awesome app. I love the rating system so that I can make better decisions about who is my driver! Very convenient!,5,1,4.555.10003,2024-12-10 22:38:16,,,4.555.10003,Positive,App UI & Technical Feedback,admiration,0.910757839679718,1.6039050202396634,Non-Actionable
User_9162,,Amazing,5,1,,2024-11-30 10:03:55,,,,Positive,Value for Money,admiration,0.8997766971588135,1.5929238777187589,Non-Actionable
User_2906,,Good App. Garbage company. If you want long wait times for overpriced cold food with customer service which mine as well be non-existent you're about to download the right app.,1,1,4.556.10005,2024-12-12 14:27:38,,,4.556.10005,Positive,Value for Money,admiration,0.8970640897750854,1.5902112703350308,Non-Actionable
User_2511,,Very good it's just getting more and more expensive it used to be a lot cheaper,4,1,4.556.10005,2024-12-13 10:58:38,,,4.556.10005,Positive,Value for Money,admiration,0.8863452672958374,1.5794924478557828,Non-Actionable
User_7426,,"I had a great experience using Uber! The app is easy to use, and the driver arrived on time. The car was clean, and the ride was smooth. I appreciate the transparent pricing and the safety features like real-time tracking. Thank you for providing such a convenient service!",5,1,4.545.10000,2024-12-03 08:27:40,,,4.545.10000,Positive,Value for Money,gratitude,0.8722130060195923,1.5653601865795377,Non-Actionable
User_8104,,lyft is cheaper every single time,1,1,4.554.10001,2024-12-02 05:48:01,,,4.554.10001,Positive,Value for Money,neutral,0.8681864738464355,1.561333654406381,Non-Actionable
User_2106,,First time utilizing the service. It's easy and the ride was fantastic.,5,1,4.556.10005,2024-12-14 06:02:33,,,4.556.10005,Positive,Value for Money,admiration,0.8515191674232483,1.5446663479831937,Non-Actionable
User_7999,,𝕋𝕙𝕖 𝕡𝕣𝕚𝕔𝕖 𝕨𝕙𝕚𝕝𝕖 𝕓𝕠𝕠𝕜𝕚𝕟𝕘 𝕤𝕙𝕠𝕨 220 𝕓𝕦𝕥 𝕕𝕣𝕚𝕧𝕖𝕣 𝕤𝕒𝕚𝕕 400,1,1,4.554.10001,2024-12-02 10:08:28,,,4.554.10001,Positive,Value for Money,neutral,0.8502777218818665,1.5434249024418119,Non-Actionable
User_2096,,Works great. Prices fluctuate for seemingly no reason sometime but waiting will make them drop. Love it,5,1,4.556.10005,2024-12-14 06:27:47,,,4.556.10005,Positive,Value for Money,admiration,0.8252884149551392,1.5184355955150846,Non-Actionable
User_2136,,Its goid and the drivers are nice but my problem is it to expensive to give uver drivers a tip they deserve,4,0,4.556.10005,2024-12-14 04:00:23,,,4.556.10005,Positive,Value for Money,disappointment,0.2940349578857422,1.470174789428711,Non-Actionable
User_3604,,"Works technically, but id always double the time estimates it gives, which seem to ignore the laws of physics. Ive never had a ride make it to me in less than double the time estimate.",2,1,4.555.10003,2024-12-10 22:52:56,,,4.555.10003,Positive,Wait Times & Delays,neutral,0.7125167846679688,1.4056639652279141,Non-Actionable
User_5357,,I can really appreciate the specifications and options offered for rates and time. I'm 45 and I remember waiting 40 minutes at the least for a cab with no options of seating room and every car feeling like the back seat of a cop cruiser. We have truly advanced in some areas of living and this is one of those things.,5,1,4.555.10003,2024-12-07 08:07:23,,,4.555.10003,Positive,Value for Money,admiration,0.7073876261711121,1.4005348067310575,Non-Actionable
User_6112,,"I appreciate the timeliness of the drivers, the fact that 98% are clean, newer cars with courteous drivers. Most are aware of their surroundings and willing to chitchat if they are engaged in a conversation. 98% of Uber drivers will follow your directions or suggestions of how to reach your destination. Overall I'm very pleased & satisfied with Uber service.",5,1,4.554.10001,2024-12-05 17:57:04,,,4.554.10001,Positive,Driver Professionalism,admiration,0.6915404796600342,1.3846876602199796,Non-Actionable
User_7540,,"App performs as expected. What I'm really pleased about is that Uber Green is now available in my city; the inability to request efficient vehicles has historically made me avoid Uber/Lyft/etc like the plague, but this is fantastic. Now y'all just need to let us request an efficient vehicle for Uber Eats and there will be no deliberation over which delivery app to use either!",5,1,4.554.10001,2024-12-03 01:29:31,,,4.554.10001,Positive,Value for Money,admiration,0.6166903972625732,1.3098375778225186,Non-Actionable
User_5773,,"I have always had a very pleasant experience with Uber as compared to other moto apps. Whether its auto, cabs, suvs or uber package, this has been my preferred transport. They often give me diacounts and fares are far lesser than other app rides.",5,1,4.555.10003,2024-12-06 12:39:28,,,4.555.10003,Positive,Value for Money,approval,0.5859485268592834,1.2790957074192288,Non-Actionable
User_4008,,"Downloaded the app, had two quick rides today for the first time. Big bang boom, done. Even leaving tip takes about 10 seconds. The app is slick and I can watch the car the entire way before I'm picked up until I'm dropped off, in real time. Sweet use of technology",5,1,4.555.10003,2024-12-10 02:15:28,,,4.555.10003,Positive,Value for Money,admiration,0.5710379481315613,1.2641851286915067,Non-Actionable
User_9296,,"Make sure all your card information has been updated with the provider for more than a day, take the 10 mins to set up your account and bingo bango everything is super easy and fast. I mean everything!! Kinda expensive for rides, but really convenient!",5,1,4.554.10001,2024-11-30 02:48:10,,,4.554.10001,Positive,Value for Money,neutral,0.5674811005592346,1.26062828111918,Non-Actionable
User_2570,,Affordable(with coupons) .The app doesn't show fare breakup. Don't know how much it costs per. Auto rides are always available. Direct UPI Payment option would be beneficial for hassle free payment.,5,1,4.555.10003,2024-12-13 08:08:14,,,4.555.10003,Positive,Value for Money,neutral,0.5613388419151306,1.254486022475076,Non-Actionable
User_4060,,"When I choose the same destination as someone else, I am getting a higher quotes. Even using Uber One, Lyft is cheaper by $10",1,1,4.555.10003,2024-12-09 23:16:06,,,4.555.10003,Positive,Billing & Overcharging,neutral,0.5599762797355652,1.2531234602955106,Non-Actionable
User_9971,,If you like constant annoying push notifications multiple times a day then this is the app for you. You need to disable these notifications in two different spots. Why? Because f@$k you that's why.,1,1,4.553.10000,2024-11-28 21:09:27,,,4.553.10000,Positive,Value for Money,neutral,0.5097422003746033,1.2028893809345487,Non-Actionable
User_4164,,I am very very satisfied with my Uber service I'm new to Uber. I was faithful to lyfte for like 2 years but there prices were starting to get ridiculous. And I've always waited more then 20 to 30 minutes for my rides. Now with Uber I've never waited more then 10 minutes and really like that getting off of work I didn't enjoy waiting 30 to 45 minutes to go home. Now I'm picked up in 9 minutes or less.,5,1,4.555.10003,2024-12-09 18:11:50,,,4.555.10003,Positive,Value for Money,joy,0.501470685005188,1.1946178655651334,Non-Actionable
User_969,,Uber services are Improved a lot. Still some cabs are taking some more time. But better than earlier.,4,1,4.556.10005,2024-12-16 13:35:21,,,4.556.10005,Positive,Value for Money,approval,0.4875224828720093,1.1806696634319547,Non-Actionable
User_10922,,"The app is great. I just think that on uber eats, people should be allowed to rate the restaurant after a few hrs or day from delivery, cause rating the restaurant right after delivery is not logical since I can't rate food I haven't eaten. Also just like clothing shops I think we should be able view ratings of food and drivers. It'll improve the service and I don't get the point of reviewing if customers can't use it for their benefit. Also tipping before a service don't make sense.",4,1,4.553.10000,2024-11-26 23:43:02,,,4.553.10000,Positive,Value for Money,disapproval,0.478230357170105,1.1713775377300504,Non-Actionable
User_7925,,Fair is too high,3,1,4.554.10001,2024-12-02 12:39:22,,,4.554.10001,Positive,Value for Money,approval,0.4644210934638977,1.157568274023843,Non-Actionable
User_2729,,"App is decent. Given the time it's been around, one would think it better by now, but I guess it is what it is, to keep costs down.",4,1,4.555.10003,2024-12-12 22:12:19,,,4.555.10003,Positive,Value for Money,approval,0.45733562111854553,1.150482801678491,Non-Actionable
User_3320,,A bit complicated but I get there in the end. I'm. Old and not technically proficient,4,0,4.555.10003,2024-12-11 16:04:29,,,4.555.10003,Positive,Value for Money,confusion,0.35629892349243164,1.068896770477295,Non-Actionable
User_4106,,"Trustworthy drivers, safe delivery to your home every time! I'm talking about driving people home. Thank you Uber drivers! 😊",5,0,4.555.10003,2024-12-09 21:07:38,,,4.555.10003,Positive,Driver Professionalism,gratitude,0.9932705760002136,0.9932705760002136,Non-Actionable
User_5261,,Thanks you so much for safe ride and affordable price thanks a lot 💓,5,0,,2024-12-07 13:29:18,,,,Positive,Value for Money,gratitude,0.9930180311203003,0.9930180311203003,Non-Actionable
User_5219,,Thanks so helpful 😍,5,0,4.553.10000,2024-12-07 15:54:06,,,4.553.10000,Positive,Value for Money,gratitude,0.9917728304862976,0.9917728304862976,Non-Actionable
User_9677,,So thanks 👍🙏,5,0,,2024-11-29 12:30:18,,,,Positive,Value for Money,gratitude,0.9914652705192566,0.9914652705192566,Non-Actionable
User_6913,,Mr. Goutam are very helpful person. Thank you so much bro,5,0,4.554.10001,2024-12-04 06:20:29,,,4.554.10001,Positive,Value for Money,gratitude,0.9914578795433044,0.9914578795433044,Non-Actionable
User_5331,,"Simple, fast, efficient, comfortable. Thank you.",5,0,4.554.10001,2024-12-07 09:46:24,,,4.554.10001,Positive,Value for Money,gratitude,0.9912631511688232,0.9912631511688232,Non-Actionable
User_2600,,Fast & efficient. Thank you.,5,0,4.555.10003,2024-12-13 06:17:20,,,4.555.10003,Positive,Value for Money,gratitude,0.991074800491333,0.991074800491333,Non-Actionable
User_7388,,Helpful in needful times. Thank you for your service.,5,0,4.554.10001,2024-12-03 09:56:27,,,4.554.10001,Positive,Value for Money,gratitude,0.9908738136291504,0.9908738136291504,Non-Actionable
User_850,,Very helpful and thanks so much,4,0,4.556.10005,2024-12-16 19:23:15,,,4.556.10005,Positive,Value for Money,gratitude,0.9908045530319214,0.9908045530319214,Non-Actionable
User_11975,,Thank you very much 👍,5,0,4.553.10000,2024-11-24 22:54:12,,,4.553.10000,Positive,Value for Money,gratitude,0.9905074834823608,0.9905074834823608,Non-Actionable
User_11552,,Thank you for all the rides.,5,0,,2024-11-25 19:32:09,,,,Positive,Value for Money,gratitude,0.990439772605896,0.990439772605896,Non-Actionable
User_8759,,All good thank uh so much 👍,5,0,4.554.10001,2024-12-01 00:52:54,,,4.554.10001,Positive,Value for Money,gratitude,0.9902973771095276,0.9902973771095276,Non-Actionable
User_5922,,"Thanks Uber for the kindness of your service in lille France when we were left behind by our coach, On a way day for from Kent England. Xx my gratitude for the courtesy of your driver.",5,0,4.554.10001,2024-12-06 03:00:45,,,4.554.10001,Positive,Driver Professionalism,gratitude,0.9902585744857788,0.9902585744857788,Non-Actionable
