userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,hybrid_sentiment,emotion_raw,emotion,emotion_conf,topic,topic_conf,intent,intent_conf,urgency,urgency_conf,sent_score,emo_score,intent_score,topic_score,urgency_norm,score_norm,score_risk,thumbs_norm,keyword_score,triage_score_heuristic,triage_label_heuristic,triage_label_heuristic_name,metadata_score,triage_score_weaksup,triage_label_weaksup,triage_label_weaksup_name
User_24,,Good,5,0,4.541.10003,2024-12-18 16:19:16,,,4.541.10003,2,neutral,4,0.4931049644947052,7,0.1564144641160965,0,0.2133142799139022,0,0.2223876714706421,0.0,0.4,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.16000000000000003,0,no triage needed,0.0,0.12000000000000002,0,no triage needed
User_25,,The safest way to travel.,5,0,4.556.10005,2024-12-18 16:15:40,,,4.556.10005,2,neutral,4,0.8087015748023987,1,0.4832156002521515,1,0.3245700001716614,2,0.1368760168552398,0.0,0.4,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.3,1,standard review,0.0,0.255,0,no triage needed
User_26,,Amazing,5,0,4.556.10005,2024-12-18 16:13:56,,,4.556.10005,2,surprise,3,0.8688320517539978,5,0.1794933080673217,5,0.1782101988792419,0,0.186732530593872,0.0,0.3,0.6,0.3,0.0,1.0,0.0,0.0,0.0,0.225,0,no triage needed,0.0,0.18,0,no triage needed
User_27,,Prompt and Cool,5,0,4.556.10005,2024-12-18 16:13:13,,,4.556.10005,2,neutral,4,0.7614311575889587,4,0.2553730309009552,6,0.2638209462165832,0,0.2670296132564544,0.0,0.4,0.8,0.5,0.0,1.0,0.0,0.0,0.0,0.31,1,standard review,0.0,0.24000000000000005,0,no triage needed
User_28,,"Horrible, bunch of thieves. The fare you see when booking versus the fare you pay is completely different. The drivers make unrequested stops, drive slow, and extend the trip themselves, then the fare increases. I hate using Uber. They are very skelm. The drivers stop to top up on their fuel, and you are charged for the additional time he spent doing that. When I report it with evidence, I am told the trip is not eligible for a discount, and the fare is correct. Pissed off!!!!!",1,0,4.556.10005,2024-12-18 16:09:54,,,4.556.10005,0,disgust,8,0.6131946444511414,2,0.3063334822654724,2,0.2482127547264099,1,0.2153391391038894,1.0,1.0,0.7,0.6,0.25,0.0,1.0,0.0,1.0,0.8250000000000001,3,immediate investigation,0.75,0.8025,3,immediate investigation
User_29,,Superb,5,0,4.556.10005,2024-12-18 16:08:21,,,4.556.10005,2,neutral,4,0.4214033782482147,5,0.1706743538379669,5,0.1936378329992294,0,0.1892759501934051,0.0,0.4,0.6,0.3,0.0,1.0,0.0,0.0,0.0,0.25,0,no triage needed,0.0,0.2,0,no triage needed
User_30,,Good service,5,0,4.556.10005,2024-12-18 16:07:45,,,4.556.10005,2,neutral,4,0.8539659380912781,7,0.3862250447273254,3,0.3881595432758331,0,0.238125666975975,0.0,0.4,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.32000000000000006,1,standard review,0.0,0.28,0,no triage needed
User_31,,Very helpful,5,0,4.555.10003,2024-12-18 15:56:03,,,4.555.10003,2,joy,1,0.5717145800590515,7,0.2330511808395385,6,0.2464912980794906,0,0.2802967429161072,0.0,0.0,0.8,0.2,0.0,1.0,0.0,0.0,0.0,0.18000000000000005,0,no triage needed,0.0,0.16000000000000003,0,no triage needed
User_32,,User friendly. The most important thing is Uber doesn't mess up the map.,4,0,4.550.10001,2024-12-18 15:52:12,,,4.550.10001,1,neutral,4,0.9451909065246582,4,0.2640334963798523,5,0.2482440173625946,1,0.21108378469944,0.5,0.4,0.6,0.5,0.25,0.75,0.25,0.0,0.0,0.47000000000000003,1,standard review,0.1875,0.38125,1,standard review
User_33,,Superb,5,0,4.556.10005,2024-12-18 15:51:20,,,4.556.10005,2,neutral,4,0.4214033782482147,5,0.1706743538379669,5,0.1936378329992294,0,0.1892759501934051,0.0,0.4,0.6,0.3,0.0,1.0,0.0,0.0,0.0,0.25,0,no triage needed,0.0,0.2,0,no triage needed
User_34,,Safe app,5,0,4.552.10000,2024-12-18 15:50:35,,,4.552.10000,2,neutral,4,0.8872417211532593,4,0.4304203689098358,4,0.4095982909202575,0,0.113820657134056,0.0,0.4,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.35000000000000003,1,standard review,0.0,0.28,0,no triage needed
User_35,,Waiting time is too much,1,0,,2024-12-18 15:47:26,,,,0,neutral,4,0.7139126658439636,3,0.774440348148346,3,0.5020873546600342,4,0.3654286861419678,1.0,0.4,1.0,0.7,1.0,0.0,1.0,0.0,0.0,0.8199999999999998,3,immediate investigation,0.75,0.7550000000000001,3,immediate investigation
User_36,,Amazing,5,0,4.556.10005,2024-12-18 15:41:01,,,4.556.10005,2,surprise,3,0.8688320517539978,5,0.1794933080673217,5,0.1782101988792419,0,0.186732530593872,0.0,0.3,0.6,0.3,0.0,1.0,0.0,0.0,0.0,0.225,0,no triage needed,0.0,0.18,0,no triage needed
User_37,,Very good. Especially when no phone number in another country. Gmail also did fine.,5,0,4.556.10005,2024-12-18 15:33:19,,,4.556.10005,2,neutral,4,0.81200110912323,7,0.2323718965053558,0,0.2036206126213073,1,0.1723548471927642,0.0,0.4,0.2,0.2,0.25,1.0,0.0,0.0,0.0,0.18500000000000003,0,no triage needed,0.0,0.15750000000000003,0,no triage needed
User_38,,Amazing Facilities ✌🏻,4,0,4.556.10005,2024-12-18 15:30:24,,,4.556.10005,2,neutral,4,0.6448422074317932,1,0.2248613536357879,1,0.2221309542655944,0,0.1203358247876167,0.0,0.4,0.5,0.5,0.0,0.75,0.25,0.0,0.0,0.25,0,no triage needed,0.1875,0.19875000000000004,0,no triage needed
User_39,,Number one app,5,0,4.556.10005,2024-12-18 15:29:12,,,4.556.10005,2,neutral,4,0.4490386545658111,4,0.4858458638191223,4,0.4609624743461609,1,0.2054620087146759,0.0,0.4,1.0,0.5,0.25,1.0,0.0,0.0,0.0,0.37500000000000006,1,standard review,0.0,0.3175,1,standard review
User_40,,Good price Easy to use application,5,0,4.556.10005,2024-12-18 15:26:32,,,4.556.10005,2,neutral,4,0.6775769591331482,6,0.3338974714279175,2,0.2417552471160888,1,0.1691669225692749,0.0,0.4,0.7,0.8,0.25,1.0,0.0,0.0,0.0,0.34500000000000003,1,standard review,0.0,0.2575,0,no triage needed
User_41,,Very gud,5,0,4.556.10005,2024-12-18 15:20:24,,,4.556.10005,1,sadness,7,0.5120432376861572,7,0.2493669092655182,0,0.1877618283033371,0,0.1847956776618957,0.5,0.9,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.4600000000000001,1,standard review,0.0,0.3450000000000001,1,standard review
User_42,,Good,5,0,4.556.10005,2024-12-18 15:19:10,,,4.556.10005,2,neutral,4,0.4931049644947052,7,0.1564144641160965,0,0.2133142799139022,0,0.2223876714706421,0.0,0.4,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.16000000000000003,0,no triage needed,0.0,0.12000000000000002,0,no triage needed
User_43,,Good app for riding!!,5,0,,2024-12-18 15:16:41,,,,2,joy,1,0.6218307614326477,4,0.4025619328022003,4,0.3194227516651153,0,0.1174359023571014,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.25,0,no triage needed,0.0,0.2,0,no triage needed
User_44,,Good,5,0,,2024-12-18 15:13:24,,,,2,neutral,4,0.4931049644947052,7,0.1564144641160965,0,0.2133142799139022,0,0.2223876714706421,0.0,0.4,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.16000000000000003,0,no triage needed,0.0,0.12000000000000002,0,no triage needed
User_45,,Fix your gps it's glitching. And it's annoying.,3,0,4.556.10005,2024-12-18 15:10:58,,,4.556.10005,0,neutral,4,0.325497418642044,7,0.1505499482154846,3,0.3086554408073425,1,0.1768903136253357,1.0,0.4,1.0,0.2,0.25,0.5,0.5,0.0,0.6,0.695,2,urgent investigation,0.375,0.6649999999999999,2,urgent investigation
User_46,,Very good,5,0,4.556.10005,2024-12-18 15:07:15,,,4.556.10005,2,neutral,4,0.4911827743053436,5,0.1422052681446075,6,0.164970189332962,0,0.2222210466861724,0.0,0.4,0.8,0.3,0.0,1.0,0.0,0.0,0.0,0.29000000000000004,0,no triage needed,0.0,0.24000000000000005,0,no triage needed
User_47,,One of the most convenient user friendly logistics app hats off to the idea,5,0,4.556.10005,2024-12-18 15:01:32,,,4.556.10005,1,neutral,4,0.638699471950531,4,0.3902516961097717,4,0.3502702116966247,1,0.1994349807500839,0.5,0.4,1.0,0.5,0.25,1.0,0.0,0.0,0.0,0.55,2,urgent investigation,0.0,0.4425,1,standard review
User_48,,Satisfly ( Good),5,0,4.556.10005,2024-12-18 15:00:50,,,4.556.10005,2,joy,1,0.81491619348526,5,0.0980532094836235,5,0.0927801206707954,0,0.0808860436081886,0.0,0.0,0.6,0.3,0.0,1.0,0.0,0.0,0.0,0.15,0,no triage needed,0.0,0.12,0,no triage needed
User_49,,"Met with a potentially fatal accident due to Uber bike driver while I was a pillion on the very ride. The bike driver was likely drunk or on drugs. I have been on months of bed rest with post accident conditions lasting up until now ... entering year 2025 and still grappling with th post accident mental and physical trauma. And yes, not forgetting to mention, the bike driver ran from the spot after ramming the speeding vehicle and leaving me wounded and unconscious. This was in Punjab, India.",1,0,4.526.10000,2024-12-18 15:00:30,,,4.526.10000,0,fear,5,0.7769689559936523,5,0.4632279276847839,1,0.4227796494960785,4,0.1710394918918609,1.0,0.5,0.5,0.3,1.0,0.0,1.0,0.0,0.0,0.705,2,urgent investigation,0.75,0.675,2,urgent investigation
User_50,,Super,5,0,4.556.10005,2024-12-18 15:00:01,,,4.556.10005,2,neutral,4,0.599029004573822,7,0.203562706708908,6,0.1437105983495712,0,0.1649922728538513,0.0,0.4,0.8,0.2,0.0,1.0,0.0,0.0,0.0,0.28,0,no triage needed,0.0,0.24000000000000005,0,no triage needed
User_51,,Efficience and seamless,5,0,4.556.10005,2024-12-18 14:56:02,,,4.556.10005,2,neutral,4,0.919471800327301,3,0.2006452828645706,0,0.2131954133510589,1,0.2001264840364456,0.0,0.4,0.2,0.7,0.25,1.0,0.0,0.0,0.0,0.23500000000000001,0,no triage needed,0.0,0.15750000000000003,0,no triage needed
User_52,,This ap is so good,5,0,4.556.10005,2024-12-18 14:52:26,,,4.556.10005,2,joy,1,0.697871744632721,4,0.2560810446739197,5,0.2006372064352035,0,0.1509295105934143,0.0,0.0,0.6,0.5,0.0,1.0,0.0,0.0,0.0,0.16999999999999998,0,no triage needed,0.0,0.12,0,no triage needed
User_53,,great experience,5,0,4.556.10005,2024-12-18 14:43:05,,,4.556.10005,2,joy,1,0.958980917930603,7,0.2110267877578735,0,0.366980493068695,0,0.1597379446029663,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.06000000000000001,0,no triage needed,0.0,0.04000000000000001,0,no triage needed
User_54,,Best.,5,0,4.556.10005,2024-12-18 14:42:18,,,4.556.10005,2,neutral,4,0.6175780892372131,5,0.1464501917362213,1,0.1809749752283096,0,0.1520180255174636,0.0,0.4,0.5,0.3,0.0,1.0,0.0,0.0,0.0,0.23,0,no triage needed,0.0,0.18000000000000002,0,no triage needed
User_55,,Asking extra payment for each trips .,1,0,4.556.10005,2024-12-18 14:42:03,,,4.556.10005,0,anger,6,0.7434147596359253,0,0.3905807435512543,2,0.3250678181648254,1,0.1637160032987594,1.0,1.0,0.7,0.4,0.25,0.0,1.0,0.0,0.0,0.805,3,immediate investigation,0.75,0.7024999999999999,2,urgent investigation
User_56,,Best app for all ride services,5,0,4.556.10005,2024-12-18 14:33:48,,,4.556.10005,2,neutral,4,0.8047954440116882,4,0.3699537217617035,4,0.2827343344688415,1,0.1386299133300781,0.0,0.4,1.0,0.5,0.25,1.0,0.0,0.0,0.0,0.37500000000000006,1,standard review,0.0,0.3175,1,standard review
User_57,,first time journey by uber and experience well with the drive and the driver too well maintained.,5,0,4.556.10005,2024-12-18 14:33:38,,,4.556.10005,2,joy,1,0.5996612906455994,5,0.4173175096511841,5,0.3619947433471679,1,0.1955087631940841,0.0,0.0,0.6,0.3,0.25,1.0,0.0,0.0,0.0,0.175,0,no triage needed,0.0,0.1575,0,no triage needed
User_58,,Cancellation is very tough,2,0,4.556.10005,2024-12-18 14:32:13,,,4.556.10005,0,neutral,4,0.4526472985744476,0,0.3053538203239441,3,0.249942272901535,0,0.2685774266719818,1.0,0.4,1.0,0.4,0.0,0.25,0.75,0.0,0.0,0.69,2,urgent investigation,0.5625,0.58625,2,urgent investigation
User_59,,Drivers asking extra money always,4,0,,2024-12-18 14:26:43,,,,1,neutral,4,0.538400411605835,5,0.4841791093349457,5,0.4140408635139465,1,0.2477732598781585,0.5,0.4,0.6,0.3,0.25,0.75,0.25,0.0,0.0,0.45000000000000007,1,standard review,0.1875,0.38125,1,standard review
User_60,,"Slab , curse unde soferii sunt la 20-30 mi ute departare iar altii stau in zona sa creasca tariu . Mizerie de aplicatie a devenit",1,0,4.556.10005,2024-12-18 14:26:30,,,4.556.10005,0,sadness,7,0.3751446902751922,4,0.0890776067972183,4,0.1548758894205093,4,0.1271625459194183,1.0,0.9,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.9249999999999999,3,immediate investigation,0.75,0.8550000000000002,3,immediate investigation
User_61,,Good,5,0,4.556.10005,2024-12-18 14:25:59,,,4.556.10005,2,neutral,4,0.4931049644947052,7,0.1564144641160965,0,0.2133142799139022,0,0.2223876714706421,0.0,0.4,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.16000000000000003,0,no triage needed,0.0,0.12000000000000002,0,no triage needed
User_62,,Indeed great service and sky high trust. As we left cab we received a call that our one bag has left in his car. He returned it after 15 minutes of traffic. Thanks.,5,0,4.556.10005,2024-12-18 14:25:51,,,4.556.10005,2,neutral,4,0.653860330581665,7,0.2607972025871277,3,0.2650843560695648,1,0.1317967176437378,0.0,0.4,1.0,0.2,0.25,1.0,0.0,0.0,0.0,0.3450000000000001,1,standard review,0.0,0.3175,1,standard review
User_63,,Very Nice and easy to book and supportive,5,0,,2024-12-18 14:24:51,,,,2,joy,1,0.7684858441352844,4,0.2602566480636596,6,0.2647644281387329,0,0.18867227435112,0.0,0.0,0.8,0.5,0.0,1.0,0.0,0.0,0.0,0.21000000000000002,0,no triage needed,0.0,0.16000000000000003,0,no triage needed
User_64,,Good,5,0,,2024-12-18 14:21:52,,,,2,neutral,4,0.4931049644947052,7,0.1564144641160965,0,0.2133142799139022,0,0.2223876714706421,0.0,0.4,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.16000000000000003,0,no triage needed,0.0,0.12000000000000002,0,no triage needed
User_65,,"I booked uber auto, nice experience",5,0,4.556.10005,2024-12-18 14:20:35,,,4.556.10005,2,joy,1,0.7740354537963867,5,0.2945077419281006,5,0.2692193984985351,1,0.1488069593906402,0.0,0.0,0.6,0.3,0.25,1.0,0.0,0.0,0.0,0.175,0,no triage needed,0.0,0.1575,0,no triage needed
User_66,,Nice ride,4,0,4.556.10005,2024-12-18 14:16:58,,,4.556.10005,2,joy,1,0.6106052398681641,5,0.1940773725509643,5,0.2633971571922302,0,0.1291260868310928,0.0,0.0,0.6,0.3,0.0,0.75,0.25,0.0,0.0,0.15,0,no triage needed,0.1875,0.13874999999999998,0,no triage needed
User_67,,Excellent experience,5,0,4.556.10005,2024-12-18 14:15:24,,,4.556.10005,2,neutral,4,0.7225804328918457,7,0.2439033091068267,0,0.3613243103027344,0,0.1970231682062149,0.0,0.4,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.16000000000000003,0,no triage needed,0.0,0.12000000000000002,0,no triage needed
User_68,,Good app in india,5,0,4.556.10005,2024-12-18 14:07:22,,,4.556.10005,2,neutral,4,0.7139700651168823,4,0.4314221739768982,4,0.3527657985687256,1,0.1114523708820343,0.0,0.4,1.0,0.5,0.25,1.0,0.0,0.0,0.0,0.37500000000000006,1,standard review,0.0,0.3175,1,standard review
User_69,,المنقذ ♥️!,5,0,4.556.10005,2024-12-18 14:07:06,,,4.556.10005,2,joy,1,0.444345474243164,7,0.0486183799803257,0,0.1351702958345413,0,0.0678335502743721,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.06000000000000001,0,no triage needed,0.0,0.04000000000000001,0,no triage needed
User_70,,Rapido is the best app,5,0,4.554.10001,2024-12-18 14:03:50,,,4.554.10001,2,neutral,4,0.6613417267799377,4,0.346448689699173,4,0.2478568106889724,1,0.2013652175664901,0.0,0.4,1.0,0.5,0.25,1.0,0.0,0.0,0.0,0.37500000000000006,1,standard review,0.0,0.3175,1,standard review
User_71,,Rates are actually too high 😔 sometimes I feel like being a regular customer means nothing to Uber all they want is to change high price..,3,0,4.556.10005,2024-12-18 13:56:04,,,4.556.10005,0,neutral,4,0.739409863948822,7,0.3442374765872955,2,0.2803564071655273,1,0.2820543050765991,1.0,0.4,0.7,0.2,0.25,0.5,0.5,0.0,0.0,0.635,2,urgent investigation,0.375,0.5449999999999999,1,standard review
User_72,,"Quick pickup from the River Rock casino back to my girl's place in a very nice Tesla by a very good driver. I would reccommend Uber to anybody. Affordable, fast, friendly and legit less than half of what a taxi would cost.",5,0,4.556.10005,2024-12-18 13:51:27,,,4.556.10005,1,neutral,4,0.7394735217094421,5,0.2795190513134002,5,0.2264777421951294,1,0.088122084736824,0.5,0.4,0.6,0.3,0.25,1.0,0.0,0.0,0.0,0.45000000000000007,1,standard review,0.0,0.3625,1,standard review
User_73,,Good,5,0,4.556.10005,2024-12-18 13:47:38,,,4.556.10005,2,neutral,4,0.4931049644947052,7,0.1564144641160965,0,0.2133142799139022,0,0.2223876714706421,0.0,0.4,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.16000000000000003,0,no triage needed,0.0,0.12000000000000002,0,no triage needed
User_74,,Shocking that it goes up so high in price! Should never be as expensive as it offers. Shocking,1,0,4.556.10005,2024-12-18 13:41:42,,,4.556.10005,0,surprise,3,0.9482133984565736,6,0.2514775991439819,2,0.3076621890068054,3,0.1734151542186737,1.0,0.3,0.7,0.8,0.75,0.0,1.0,0.0,0.0,0.72,2,urgent investigation,0.75,0.6375,2,urgent investigation
User_75,,Awesome uber,5,0,4.556.10005,2024-12-18 13:39:42,,,4.556.10005,2,joy,1,0.4748146831989288,5,0.2969136536121368,5,0.2446685433387756,4,0.1439122408628463,0.0,0.0,0.6,0.3,1.0,1.0,0.0,0.0,0.0,0.25,0,no triage needed,0.0,0.27,0,no triage needed
User_76,,Use full app,5,0,,2024-12-18 13:32:44,,,,2,neutral,4,0.9537580013275146,4,0.3674219250679016,4,0.3298802077770233,1,0.0784541517496109,0.0,0.4,1.0,0.5,0.25,1.0,0.0,0.0,0.0,0.37500000000000006,1,standard review,0.0,0.3175,1,standard review
