userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,category,sub_topic,top_emotion,emotion_confidence,risk_score,priority_level
User_8957,,"Disappointing Customer Support and Unresolved Charges I had a terrible experience with Uber recently. I was charged X for a canceled ride, but the amount was never refunded. Instead of charging the Y cancellation fee, Uber kept the entire X. To make things worse, I had to request another ride for more than X to get home. I tried filing a complaint through the app, but the option to attach a screenshot doesn't work, making it impossible to submit my issue. This is unacceptable",1,61,4.554.10001,2024-11-30 17:35:50,"Hi Trevor, we are sorry to hear about your experience with the cancellation charges and with support team. This is certainly something we'd want to deep dive into. For us to be able to resolve to your recent interaction with us, fill in your details here: https://bit.ly/343hnse . We shall get back to you at the earliest.",2022-03-02 17:18:56,4.554.10001,Service Issues,Billing & Overcharging,disappointment,0.656442403793335,7.4093464040117665,Tier 2: Urgent Investigation
User_4870,,"I had a terrible experience with the Uber app today. I requested an UberX, and after 6 minutes, the app showed I was ""on board"" even though I hadn’t been picked up. There was no way to report it, and the driver claimed it was a glitch. After 30 minutes of hassle, I booked another ride but couldn’t cancel without a fee. The second ride was so far away and took longer than estimated. Worse, I’ve been charged three times for just two rides. This situation is unacceptable and frustrating.",1,48,4.555.10003,2024-12-08 08:27:53,,,4.555.10003,Service Issues,App UI & Technical Feedback,annoyance,0.5834373235702515,7.392444239532136,Tier 2: Urgent Investigation
User_6164,,Horrible experience. Got stranded. I kept getting driver info (we got it about 7-8 times and we tried on 3 different devices with the same results) and then trip got cancelled each time. No reason given. We wasted almost an hour as we kept struggling to book a trip. This app used to be really good. It has become absolutely unreliable now. There is no mechanism where we can give feedback about this trip as it shows as cancelled. Please work on improving it asap!!,1,125,4.555.10003,2024-12-05 15:45:29,,,4.555.10003,Service Issues,App UI & Technical Feedback,disappointment,0.5110394358634949,7.391479086268952,Tier 2: Urgent Investigation
User_4223,,"Worst app to book a cab. There was a glitch in their app. I had paid the drive via cash but that same amount got added to my next ride. Hence, I had to pay extra money for my second ride. There's no resolution from their side yet. It's been days reaching out to them. Please use Rapido in india, their customer support service is superb unlike uber where they don't even bother to understand the issue.",1,138,4.555.10003,2024-12-09 15:45:56,,,4.555.10003,Service Issues,Billing & Overcharging,disappointment,0.48246848583221436,7.346816362291763,Tier 2: Urgent Investigation
User_9525,,"scamsters! stil sux. gets suckier everyday. always random charges and when i do make a booking, they charge me more than the price we agree to. and sometimes charge me twice like wth. i get tbia charge AFTER getting in the cab ro reaching destination so they make it too late ive lost over 1000 on uber messing up and havent seen any of it back. they SOMETIMES get back to you when they mess up. but they're ALWAYS messing up and its not worth paying more for nothing than the service itself",1,34,4.554.10001,2024-11-29 18:37:33,"Hey Komen, we are sorry to hear about this and regret the inconvenience. In order to assist you better regarding this, help us out by dropping specific details about this at jump.com/contact .",2019-08-15 12:19:19,4.554.10001,Service Issues,Billing & Overcharging,annoyance,0.6000693440437317,7.155764125751803,Tier 2: Urgent Investigation
User_6518,,"Uber driver takes longer routes than on GPS. Difficult to submit a complaint and when responded to, the message stated that the amount was correctly charged for the amount of time and distance. This is however irrelevant as the problem is that there is a charge for time due to the Uber taking longer routes. Really disappointed in the user experience.",1,22,4.554.10001,2024-12-04 22:31:38,,,4.554.10001,Service Issues,Billing & Overcharging,disappointment,0.7940083742141724,7.1055360870000115,Tier 2: Urgent Investigation
User_2578,,"Using uber is an absolute terror. Extremely expensive prices for drivers that dont understand what you need, dont meet you at the pickup location and dangerous rides. Uber used to be a very good app but now it is a sad shaddow of what it used to be.",1,7,4.556.10005,2024-12-13 07:45:21,,,4.556.10005,Service Issues,Billing & Overcharging,fear,0.5025857090950012,7.105298632629848,Tier 2: Urgent Investigation
User_4375,,"Because of Amazon pay add appearing on the uber screen continuously, it was not possible to check the real time location of the cab, nor it was possible to talk to driver. There was no option to remove the add. It was not possible to cancell the trip also. Hence waited for more than 15 minutes and took other means of conveyance. Some how I could manage to catch my flight, travelled by an auto. Please remove that add otherwise cutomers have to switch over to Ola. Worst experience ever with Uber.",1,72,4.555.10003,2024-12-09 09:13:20,,,4.555.10003,Service Issues,Wait Times & Delays,disappointment,0.5399543046951294,6.990230964624038,Tier 2: Urgent Investigation
User_5284,,"The app has become worse over the years. There is no customer service - only a poorly written chat but that only understands basic issues. It won't submit a support request either. During one recent case, my pickup was was quoted at 5 minutes. After requesting, it jumped to 20 minutes. It took 35 minutes. There was no reason and no recourse. One of the worst apps ever, these days.",1,42,4.555.10003,2024-12-07 12:28:40,,,4.555.10003,Service Issues,Wait Times & Delays,annoyance,0.5264441967010498,6.919865295899861,Tier 2: Urgent Investigation
User_1490,,"Cancellation fee for what??? The driver not showing up???? f##k your trash, abusive services.",1,0,4.556.10005,2024-12-15 11:42:52,,,4.556.10005,Service Issues,Billing & Overcharging,anger,0.7672604918479919,6.9053444266319275,Tier 2: Urgent Investigation
User_7796,,"The app used to be pretty good, but now it has become almost unusable. It takes ages to find a driver, and when you finally find one, the driver ends up cancelling the ride after a few minutes anyway. Absolutely horrible service. Other apps like Rapido take 5 minutes tops to connect you with a driver. Never using Uber again.",1,159,4.554.10001,2024-12-02 16:49:31,,,4.554.10001,Service Issues,Wait Times & Delays,annoyance,0.3035339117050171,6.896377285463929,Tier 2: Urgent Investigation
User_668,,"Edit: Still 1 star, would give 0 if I could, same issues persist. Drivers make you wait, arrive to the pickup point and then cancel, even when you message them where you're headed to the moment they take the trip. Uber One is actually a waste, as it makes drivers cancel more often. Terrible customer service by the way.",1,73,4.556.10005,2024-12-17 04:03:08,"Hi Anibal, the feedback from our driver-partners is vitally important to us, and are working towards making this better. Reach out to us at t.uber.com/contact if there is anything else we can look into for you.",2020-02-04 10:15:41,4.556.10005,Service Issues,Wait Times & Delays,annoyance,0.41047754883766174,6.766930386230141,Tier 2: Urgent Investigation
User_7195,,The worst app ever... Shows you less amount while Booking when you reach the destination the fare goes high like really high. They cancel the ride 10-15 min later after confirming and we be waiting for it to arrive. Never book your ride through this app if specially when you're in a hurry to go somewhere.... Takes forever to confirm and charges you more. Other apps are way more better and reliable this one. This app really makes you so so so frustrated. Even ride captain asks for an extra charge,1,11,4.541.10003,2024-12-03 17:48:36,,,4.541.10003,Service Issues,Billing & Overcharging,annoyance,0.7014415264129639,6.693555808265783,Tier 2: Urgent Investigation
User_3302,,Stuck on the payment screen post the latest update. Does not let me book a new ride. There's no pending payment in the app. Customer support has not been able to help. Not the expected app experience from a global tech giant. It's been two weeks since I have been unable to use the app. Been a user since 10+ years now...,1,66,4.555.10003,2024-12-11 16:54:54,,,4.555.10003,Service Issues,App UI & Technical Feedback,disappointment,0.4962313771247864,6.685849505014898,Tier 2: Urgent Investigation
User_2372,,"I had a terrible experience while booking a cab with Uber. Despite showing available drivers, my ride requests kept getting canceled, and I faced significant delays. The app's estimated arrival times were highly inaccurate, and there seemed to be no accountability from the drivers. To make matters worse, customer support was unresponsive and did not provide a satisfactory resolution. This was frustrating and inconvenient, and I hope Uber addresses these issues to improve their service.",1,78,4.554.10001,2024-12-13 17:48:57,,,4.554.10001,Service Issues,Wait Times & Delays,disappointment,0.46177640557289124,6.678329880331478,Tier 2: Urgent Investigation
User_6153,,"I'll never use Uber again I've been ripped off three times now because of technical issues and there's no support number for riders, only drivers. They charge me 45$ for a 15 minute ride and when they get the drop off address wrong, I can't change the destination I have to cancel and reserve a new ride, just to get charged 25 bucks because it was 55 minutes until pick up. This app is a major rip off and there's no customer support whatsoever. They're only worried about making their billions. 😡",1,66,4.555.10003,2024-12-05 16:28:01,,,4.555.10003,Service Issues,Billing & Overcharging,annoyance,0.41092991828918457,6.670272129126073,Tier 2: Urgent Investigation
User_8009,,"This app service was good, now it is worst. Never get a cab in my home location even in cash payment. Though map show many cab around me, but no one accepting the request. It's search time now increased. That too not solving can rejection problem. Really disgusting.",1,2,4.554.10001,2024-12-02 09:52:10,,,4.554.10001,Service Issues,Value for Money,disgust,0.7863914370536804,6.603352348043873,Tier 2: Urgent Investigation
User_5696,,"Ok Uber, I have no outstanding balances. My app is up to date. Always been a 5 start customer. I keep getting error detected when I request a ride. This is extremely annoying when I'm booking it for a plane trip. This has happened many times throughout the years.",1,8,4.555.10003,2024-12-06 16:02:28,,,4.555.10003,Service Issues,App UI & Technical Feedback,annoyance,0.7325645685195923,6.592611988453774,Tier 2: Urgent Investigation
User_4369,,Not very good experience.. Almost every driver ( except few ) stand at there comfort location and asked me to come there... If I have to go to the driver then why I booked car/ bike and paying extra money?? Except that almost every driver demanded extra money. I am a regular custom but I have to tell your customer service is very bad.,3,89,4.555.10003,2024-12-09 09:33:12,,,4.555.10003,Service Issues,Billing & Overcharging,disappointment,0.412846177816391,6.56404055941222,Tier 2: Urgent Investigation
User_768,,"Terribly disappointing to use the app. The fee upon request versus the fee at the end of the trip is so escalated. Further more, if you have the card option payment is taken long before the trip starts or you're even picked up. I will always choose other apps over Uber, extremely unfair on how they choose to treat loyal customers!",1,10,4.556.10005,2024-12-16 22:28:20,,,4.556.10005,Service Issues,Billing & Overcharging,disappointment,0.8319580554962158,6.55768555027945,Tier 2: Urgent Investigation
User_7589,,Worst day ever went to work in a hurry got on ubber there was pee on the seat were I sat down so disgusting 😭😤,1,1,4.446.10002,2024-12-02 23:32:26,,,4.446.10002,Service Issues,Emergency/Safety Concerns,disgust,0.8361704349517822,6.546340225222421,Tier 2: Urgent Investigation
User_5620,,"Years of using this app and it has always been fast to get a taxi, within like 4 mins TOPS but now they randomly added a pay more and get a taxi faster option and now I have waited over 20-30 minutes for a taxi? Yeah that seems legitimate and not like a money grabbing scam at all, it's already way more expensive than any other taxi firm but this is just disgusting.",1,2,4.554.10001,2024-12-06 19:00:26,,,4.554.10001,Service Issues,Wait Times & Delays,disgust,0.7779402732849121,6.544194201662495,Tier 2: Urgent Investigation
User_2530,,Uber bikes are basically useless. They cancel the trip whenever they want and asks for more money than the app shows. Today 2 bikes then two cabs cancelled the trip and I reached late just because of you guys. You guys should want your drivers from doing this.. 1st they don't pick-up the phone then after waiting for a while they suddenly cancels the trip... This is irritating. From now onwards I think I should stop using Uber. You guys are worthless.,1,7,4.555.10003,2024-12-13 10:13:00,,,4.555.10003,Service Issues,Value for Money,annoyance,0.7412230968475342,6.526780122765041,Tier 2: Urgent Investigation
User_3473,,The worst app..worst,1,1,4.555.10003,2024-12-11 07:57:45,,,4.555.10003,Service Issues,App UI & Technical Feedback,disgust,0.8305083513259888,6.506705639841867,Tier 2: Urgent Investigation
User_7569,,Horrible time estimations. Says it's gonna take 2 minutes and I've been waiting in the freezing cold for 20 minutes now. Switching to Lyft after this.,1,0,,2024-12-03 00:18:22,,,,Service Issues,Wait Times & Delays,fear,0.6438959240913391,6.438959240913391,Tier 2: Urgent Investigation
User_8358,,Uber package lost my parcel and no one is responding to me now. The delivery boy has switched off his number.,1,44,4.554.10001,2024-12-01 18:13:03,,,4.554.10001,Service Issues,Emergency/Safety Concerns,disappointment,0.5119611024856567,6.366468002198603,Tier 2: Urgent Investigation
User_2089,,"Awful, absolutely unreliable. Bring back black cabs asap",1,1,4.555.10003,2024-12-14 06:54:16,,,4.555.10003,Service Issues,Emergency/Safety Concerns,disgust,0.8015643954277039,6.304097948553872,Tier 2: Urgent Investigation
User_10942,,"As a service, Uber consistently fails to meet expectations. The core purpose of the platform is to deliver reliable and convenient transportation, yet it often falls short. Whether it's delayed rides, cancellations, or poor customer support, there seems to be a lack of accountability for these recurring issues. If the service can't deliver on its primary promise, what's the point of using it?",1,28,4.553.10000,2024-11-26 23:06:05,,,4.553.10000,Service Issues,Wait Times & Delays,disappointment,0.5736314654350281,6.235453157161615,Tier 2: Urgent Investigation
User_10209,,"I had no problem with this app until one of their drivers failed to complete payment. Even after payment of the said debt, the next driver did not complete payment, meaning I'd have to pay the same debt a third time to continue using their services. Reaching out to their customer service ,with evidence,has been of no help so far. Very disappointed.",1,7,4.553.10000,2024-11-28 10:17:36,,,4.553.10000,Service Issues,Billing & Overcharging,disappointment,0.8251815438270569,6.205349260815121,Tier 2: Urgent Investigation
User_9878,,"Bad. I have repeatedly watched your navigational system input inflated routes, extending them unnecessarily. Unnecessary extra turns, driving through housing when not necessary and don't say construction I KNOW where the construction is in my small town. 20 minute waits for what is a 15 to 10 min drive because you're not taking the most efficient route is ludicrous. I feel like I'm being ripped off",2,7,4.554.10001,2024-11-29 00:41:06,,,4.554.10001,Service Issues,Wait Times & Delays,annoyance,0.6842953562736511,6.185213679321743,Tier 2: Urgent Investigation
User_5393,,"I've ordered front Uber Eats a few times, and until now, I've had no issue. Tonight was totally different. My order was missing both drinks. Customer service in this situation is/was virtually nonexistent - difficult to find, incomplete. Driver was rude when contacted about the missing items. For what i paid, I expected much better service. My advice is pay close attention to what is going on. Don't let the driver leave without checking the order first.",1,66,4.555.10003,2024-12-07 06:11:34,,,4.555.10003,Service Issues,Value for Money,annoyance,0.32351720333099365,6.145795839376928,Tier 2: Urgent Investigation
User_5442,,"It works nice often. But it happened to me a few times when a nearby driver accepted the trip, then didn't move for a long time, no answers to messages or calls. For quite some trips we waited for 20mins+ without being canceled (when the expected pick up time was 2-3mins). I couldn't find any options to contact customer service for this matter when it was happening or after I had to cancel it eventually, all I could do is to waste all the time and wonder when i have to cancel a trip.",2,90,4.554.10001,2024-12-07 02:31:12,,,4.554.10001,Service Issues,Wait Times & Delays,disappointment,0.3171989917755127,6.096854465394413,Tier 2: Urgent Investigation
User_6951,,"I have been using Uber for years with no issues, and the drivers are all wonderful. But since the latest update, the app gives me a pick-up spot and gives the driver a completely different one. Not only that, but today, the third time this has happened, I was charged MORE than the initially agreed fee due to the app error! I shouldn't have to pay for Uber's mistakes. Please sort this out!",1,124,4.554.10001,2024-12-04 04:20:00,,,4.554.10001,Service Issues,Billing & Overcharging,disappointment,0.23830313980579376,6.01982943633127,Tier 2: Urgent Investigation
User_498,,Seems to work better now. However placed an order for breakfast. An hour overdue now. What a useless service 😒 starving to death. Oh and they have the check to want me to pay to cancel – I need to go out. Ridiculous.,1,8,4.556.10005,2024-12-17 15:27:15,"Hi David, we want to take a closer look into this for you. Please send a quick note to t.uber.com/contact so we can connect.",2019-01-29 12:09:57,4.556.10005,Service Issues,Billing & Overcharging,annoyance,0.6369956135749817,6.01919825878611,Tier 2: Urgent Investigation
User_3590,,"Wait times and estimates are always incredibly off and unreliable even if you order an hour ahead. Uber one wont save you more than 7$ a month on rides, that barely pays for a ride down the street and you're spending about 10$ for that monthly subscription. Its a scam. Drivers are majority very rude, but that could just be my area. There have been times when I've needed to dispute a charge and they wont let me. Absolutely terrible hate it :).",1,16,4.555.10003,2024-12-10 23:36:10,,,4.555.10003,Service Issues,Wait Times & Delays,annoyance,0.5294029712677002,6.009631171662417,Tier 2: Urgent Investigation
User_7106,,Most disgusting app I have ever seen. Each and every time pay more than the ride.,1,0,4.554.10001,2024-12-03 20:25:14,,,4.554.10001,Service Issues,Billing & Overcharging,disgust,0.8555049300193787,5.988534510135651,Tier 2: Urgent Investigation
User_6454,,"Uber was great, now it's almost impossible to find a ride. You have to wait for like 10 minutes just for the driver cancel your ride and you start all over again. I didn't find a way to tell Uber about this issue, there is no place in the app that we can communicate this frustrating experience. I'm searching for other apps to see if they are better. At least let's us give the driver 1 star for cancelling the ride 500 meters away.",2,22,4.554.10001,2024-12-05 01:04:25,,,4.554.10001,Service Issues,Wait Times & Delays,annoyance,0.4732447564601898,5.974962754690289,Tier 2: Urgent Investigation
User_4119,,Very bad app initially showing 461rs and after the trip they asked for 1057rs its worst and disgusting everytime the fare issue arises very bad app use rapido instead 😡👎👎,2,0,4.555.10003,2024-12-09 20:26:35,,,4.555.10003,Service Issues,Billing & Overcharging,disgust,0.8494663238525391,5.946264266967773,Tier 2: Urgent Investigation
User_2295,,This qpp is awful,1,0,4.555.10003,2024-12-13 20:31:41,,,4.555.10003,Service Issues,Value for Money,disgust,0.845047116279602,5.915329813957214,Tier 2: Urgent Investigation
User_3437,,Disgusting it takes more than 45 min to book a ride,1,0,,2024-12-11 10:02:25,,,,Service Issues,Wait Times & Delays,disgust,0.8439475297927856,5.9076327085494995,Tier 2: Urgent Investigation
User_10661,,I have been having the worst time with Uber customer support!! It's been 3 weeks now and they still haven't been able to resolve an issue I'm having trying to verify my identity. They haven't even tried to contact me to fix the problem. I have $$$ in my Uber cash wallet that I can't use or even order food with it. Needless to say I'm PISSED!!!!,1,12,4.553.10000,2024-11-27 13:09:35,,,4.553.10000,Service Issues,Value for Money,annoyance,0.5475317239761353,5.850139701318348,Tier 2: Urgent Investigation
User_5520,,Terrible service,1,0,4.554.10001,2024-12-06 22:50:09,,,4.554.10001,Service Issues,Wait Times & Delays,fear,0.5843386054039001,5.8433860540390015,Tier 2: Urgent Investigation
User_3552,,"These days I despise having to use the Uber-App. The integration with Uber-Eats, constant prompts to subscribe and/or up-sale attempts, has made this app absolute hell to use. If you aren't in an area, where cellular networks are top-tier-fast, the app is ridiculously slow. Just requesting a ride, now takes around 10 minutes. Just the request. Not even counting waiting for a driver to respond. Uber! Profit is not everything. You have social responsibilities as well. Do better!",1,13,4.555.10003,2024-12-11 01:35:02,,,4.555.10003,Service Issues,Wait Times & Delays,annoyance,0.5324073433876038,5.833501389940881,Tier 2: Urgent Investigation
User_1595,,I used to think this app was a solid 4-5 but over the last two years it has got progressively more expensive and progressively worse and now they are choking driver response to encourage people to pay for priority is just disgusting and literally ringing customers dry when all they want to do is get home.,2,0,4.556.10005,2024-12-15 05:41:57,,,4.556.10005,Service Issues,Value for Money,disgust,0.8332688808441162,5.8328821659088135,Tier 2: Urgent Investigation
User_9989,,This app is awful goes on and out,1,0,4.554.10001,2024-11-28 20:10:11,,,4.554.10001,Service Issues,App UI & Technical Feedback,disgust,0.8278903365135193,5.795232355594635,Tier 2: Urgent Investigation
User_3254,,Help and support are awful,1,0,4.556.10005,2024-12-11 19:13:39,,,4.556.10005,Service Issues,Wait Times & Delays,disgust,0.8269986510276794,5.788990557193756,Tier 2: Urgent Investigation
User_1803,,3rd class and the most disgusting services,1,0,4.556.10005,2024-12-14 19:21:18,,,4.556.10005,Service Issues,Wait Times & Delays,disgust,0.8259085416793823,5.781359791755676,Tier 2: Urgent Investigation
User_10425,,"Worst app, no proper customer support for immediate assistance. The driver said his mobile got switched off at the end of the ride. He took money and went away. In this app we don't have option to end the trip from customer side and the trip was over at 8:35 P.M and still running it's 9:16 P.M now. Trying to reach driver, he is not picking call. This app doesn't even have customer support number, if called, it will tell to use help option in app. but there's nothing to raise any concern.",1,26,4.553.10000,2024-11-27 21:17:57,,,4.553.10000,Service Issues,App UI & Technical Feedback,annoyance,0.41010236740112305,5.756451070411067,Tier 2: Urgent Investigation
User_2141,,"""plenty of drivers nearby"" somehow equates to a 30 minute wait for a 4 minute ride? What the hell is wrong with you?",1,0,4.556.10005,2024-12-14 03:42:49,,,4.556.10005,Service Issues,Wait Times & Delays,anger,0.6369932889938354,5.732939600944519,Tier 2: Urgent Investigation
User_3794,,"Waste of time and money, I am still waiting for around 40 minutes and no driver is accepting the ride. There are cabs showing on uber maps but no one is accepting the ride. There is no way to contact uber support. I am frequent traveler with uber with more than 400 ride in 2 months and still facing these problems. Uber doesn't respect time of their customers. I have faced this issue many times. Shame.",1,45,4.555.10003,2024-12-10 15:08:41,,,4.555.10003,Service Issues,Wait Times & Delays,disappointment,0.37965017557144165,5.726892274346303,Tier 2: Urgent Investigation
User_3678,,Extremely horrible service especially after 6 pm as drivers refuse to accept trips,2,0,4.555.10003,2024-12-10 19:42:43,,,4.555.10003,Service Issues,Wait Times & Delays,fear,0.5650525093078613,5.650525093078613,Tier 2: Urgent Investigation
User_8397,,Today I was unable to book vehicle. Really pathetic service Uber. App is disgusting.,1,0,4.554.10001,2024-12-01 17:02:15,,,4.554.10001,Service Issues,Wait Times & Delays,disgust,0.8017536997795105,5.6122758984565735,Tier 2: Urgent Investigation
User_8240,,"I'm confused and outraged. I requested a trip and selected the option of an ""Uber Go"". It showed me the car details but, when the car came around, the details had changed. I later learnt that the app has switched me to an ""Uber X"" and that the trip cost almost double the cost of my initial trip!! This is simply unethical and is bad business practice!!! I'm not sure that I can use Uber again in future. I tried to report the incident on the app but I still haven't heard from Uber. Unethical...",1,25,4.554.10001,2024-12-01 22:32:47,,,4.554.10001,Service Issues,Billing & Overcharging,confusion,0.7843896746635437,5.611265562012113,Tier 2: Urgent Investigation
User_2957,,Very horrible I booked a ride in advance as I always do the set price I was quoted and charged was not the price after the ride was finished on to of that it has been over 48 hrs with no explanation of why I was being charged extra after the fact of being told it will drop off its just a pre-authorized hold and it's still there make it make since,1,1,4.555.10003,2024-12-12 11:51:12,,,4.555.10003,Service Issues,Billing & Overcharging,fear,0.4857303500175476,5.5504506807354215,Tier 2: Urgent Investigation
User_4086,,Continuously using predatory pricing. I had pricing on the depatures at $20 to get home and once the app realized I was at the airport arrivals the price jumped to $45. It's disgusting to inflate prices for no reason than knowing people don't have other options.,1,0,,2024-12-09 21:55:59,,,,Service Issues,Billing & Overcharging,disgust,0.7853582501411438,5.497507750988007,Tier 2: Urgent Investigation
User_4804,,"When booked cab, cab arrived, Uber app logged out,I was not able to give code, it was very difficult to log in again. Asking for password, it was worst experience. After booking cab when I tried to call driver. There was no option to call. Uber improve your App. I had very bad experience.",1,10,4.555.10003,2024-12-08 11:42:04,,,4.555.10003,Service Issues,App UI & Technical Feedback,disappointment,0.614941418170929,5.4726023636530154,Tier 2: Urgent Investigation
User_10321,,Terrible service!!,1,0,4.553.10000,2024-11-28 01:26:02,,,4.553.10000,Service Issues,Wait Times & Delays,fear,0.5453469753265381,5.453469753265381,Tier 2: Urgent Investigation
User_5912,,Gee there seems to be a LOT of 'surge pricing' going on... Greedy scamming bastards,1,0,4.555.10003,2024-12-06 04:13:04,,,4.555.10003,Service Issues,Billing & Overcharging,anger,0.605377733707428,5.448399603366852,Tier 2: Urgent Investigation
